Date,SP500_Close,SP500_Volume,VIX,Return_1d,Return_5d,MA50,MA200,Dist_MA50,Dist_MA200,Dist_52w_High,VIX_Change,Realized_Vol_10d,Volume_Ratio,Consec_Down,RSI,event_name,category,label,day_relative
2000-01-18,1455.1400146484375,1056700000,21.5,-0.00683207152771137,-0.0016876790468599578,1420.4545971679688,1353.9110540771485,0.024418533017262736,0.07476780713655418,-0.00960352925068062,0.09359105630054687,0.2816135047633321,1.1812319711773587,1,49.39381766843553,Dotcom Crash,Grey Swan,L-shape,10
2000-01-19,1455.9000244140625,1087800000,21.719999313354492,0.0005222932212531894,0.012053696136442804,1422.167998046875,1354.6011041259765,0.02371873534878659,0.07478136551014161,-0.009086251887655267,0.010232526202534453,0.18334736920463868,1.2036720961742635,0,48.13629362847209,Dotcom Crash,Grey Swan,L-shape,11
2000-01-20,1445.5699462890625,1100700000,21.75,-0.007095321074094607,0.009300014864068729,1423.5391967773437,1355.1945037841797,0.015476039972480388,0.06668817077734804,-0.016117103087246894,0.0013812471267926618,0.19164240166780602,1.2087707536120633,1,45.54538910412918,Dotcom Crash,Grey Swan,L-shape,12
2000-01-21,1441.3599853515625,1209800000,20.81999969482422,-0.0029123190810015354,-0.005739244558188528,1425.0607958984374,1355.6814038085938,0.011437539717629518,0.06319964359049768,-0.018982484021396972,-0.04275863472072561,0.19383793785293196,1.3028431984380529,2,43.40879573454821,Dotcom Crash,Grey Swan,L-shape,13
2000-01-24,1401.530029296875,1115800000,24.06999969482422,-0.027633593591799732,-0.04342217114771585,1425.622197265625,1355.9473040771484,-0.016899405757681948,0.033616885466467315,-0.04609152336438659,0.15609990622660486,0.19596771194048984,1.177073130336217,3,38.69065801883639,Dotcom Crash,Grey Swan,L-shape,14
2000-01-25,1410.030029296875,1073700000,23.020000457763672,0.006064800483985611,-0.031000443185847715,1426.1935986328126,1356.2043041992188,-0.011333362701552187,0.0396885077941395,-0.04030625877360899,-0.043622735786171596,0.1872648936206651,1.1120668628000325,0,52.79107390692546,Dotcom Crash,Grey Swan,L-shape,15
2000-01-26,1404.0899658203125,1117300000,23.030000686645508,-0.00421272125638672,-0.03558627496733602,1426.3541967773438,1356.475654296875,-0.015609188101619013,0.03510148624681227,-0.04434918099689467,0.0004344147994341796,0.17938371017337573,1.130190386452686,1,50.51209905043828,Dotcom Crash,Grey Swan,L-shape,16
2000-01-27,1398.56005859375,1129500000,23.540000915527344,-0.00393842799334565,-0.032519967515921344,1426.43759765625,1356.8262548828125,-0.019543469064686108,0.030758399287123196,-0.04811294293432023,0.022145037502216525,0.1792563859340187,1.1109728610821632,2,48.7621152507846,Dotcom Crash,Grey Swan,L-shape,17
2000-01-28,1360.1600341796875,1095800000,26.139999389648438,-0.027456829027902918,-0.05633564966219695,1425.2393994140625,1357.0128051757813,-0.04566205878193525,0.0023192330919077266,-0.07424874311404628,0.11045022824982542,0.19887275176649646,1.049885866349855,3,29.455775808625546,Dotcom Crash,Grey Swan,L-shape,18
2000-01-31,1394.4599609375,993800000,24.950000762939453,0.025217566974388372,-0.005044535765617475,1424.9143994140625,1357.3901049804688,-0.021372819650840508,0.0273096553606928,-0.05090354879190063,-0.045524049521601384,0.24226592299774735,0.9247059699270508,0,35.388310377109576,Dotcom Crash,Grey Swan,L-shape,19
2000-02-01,1409.280029296875,981000000,23.450000762939453,0.01062781920924527,-0.0005319035654680615,1424.601201171875,1357.9891052246094,-0.010754709361747496,0.03776976109376237,-0.04081672329632466,-0.060120238642561,0.25380134495707257,0.910711301732301,0,43.08911981947615,Dotcom Crash,Grey Swan,L-shape,20
2000-02-02,1409.1199951171875,1038600000,23.1200008392334,-0.00011355740261742575,0.0035824123947330033,1424.3436010742187,1358.5038549804688,-0.010688155544455532,0.03725873868605728,-0.04092564565786115,-0.014072490958191741,0.2535684966483094,0.9628613279439304,1,44.377461776259295,Dotcom Crash,Grey Swan,L-shape,21
2000-02-03,1424.969970703125,1146500000,22.010000228881836,0.011248137590027962,0.018883645322983256,1424.4242016601563,1358.9481048583984,0.0003831506389266599,0.04858306627654924,-0.03013784536115365,-0.048010405279395596,0.2621425248158434,1.0598959055569424,0,43.94687061359309,Dotcom Crash,Grey Swan,L-shape,22
2000-02-04,1424.3699951171875,1045100000,21.540000915527344,-0.000421044371651913,0.047207651543904605,1424.8188012695311,1359.275855102539,-0.00031499173926099105,0.04788883711153539,-0.030546200362642505,-0.02135389861276571,0.2620146778103414,0.9682679390373836,1,39.22531404531128,Dotcom Crash,Grey Swan,L-shape,23
2000-02-07,1424.239990234375,918100000,22.790000915527344,-9.127184878798822e-05,0.021355958672957476,1424.962001953125,1359.6128051757812,-0.000506688401347163,0.047533521906068174,-0.030634684203249957,0.05803156670708054,0.21629686423992564,0.8628799947368174,2,41.38603174127842,Dotcom Crash,Grey Swan,L-shape,24
2000-02-08,1441.719970703125,1047700000,21.25,0.012273198750635705,0.023018804447569652,1425.4640014648437,1360.0212048339845,0.011403984401974543,0.06007168533751894,-0.01873747102050366,-0.06757353460561322,0.22198149681026663,0.9854769832759561,0,46.38411442039934,Dotcom Crash,Grey Swan,L-shape,25
2000-02-09,1411.7099609375,1050500000,22.899999618530273,-0.02081542211764542,0.0018380023200914586,1425.5416015625,1360.2657543945313,-0.009702726745988738,0.03781923229102173,-0.03916286476944019,0.0776470408720129,0.2495790879437475,0.9864173939988639,1,42.153317812396566,Dotcom Crash,Grey Swan,L-shape,26
2000-02-10,1416.8299560546875,1058800000,23.06999969482422,0.0036268038470079755,-0.0057124113600941495,1426.1,1360.5953540039063,-0.006500276239613217,0.041330879078262474,-0.03567809695103794,0.0074235842413021835,0.24856952075311328,0.9902962564594197,0,44.33930905485194,Dotcom Crash,Grey Swan,L-shape,27
2000-02-11,1387.1199951171875,1025700000,24.420000076293945,-0.02096932014356223,-0.02615191286512275,1425.8880004882812,1360.8168041992187,-0.02718867495751281,0.019328972744018295,-0.055899271657520844,0.05851757257598056,0.2288236268441247,0.9595487118079593,1,46.511730987785874,Dotcom Crash,Grey Swan,L-shape,28
2000-02-14,1389.93994140625,927300000,24.3799991607666,0.0020329505010301396,-0.024083054164544704,1425.5059985351563,1361.0906036376953,-0.024949777247836098,0.02119575118030427,-0.05397996160881402,-0.001638039123766255,0.18930752343214174,0.8739785675912574,0,44.99922821031087,Dotcom Crash,Grey Swan,L-shape,29
2000-02-15,1402.050048828125,1092100000,22.920000076293945,0.008712683952101452,-0.02751569145265642,1424.8809985351563,1361.327703857422,-0.01602305717495187,0.029913697381837804,-0.04573758800195678,-0.0598851162727746,0.1864458501977534,1.027588023861947,0,49.50736142531768,Dotcom Crash,Grey Swan,L-shape,30
2000-02-16,1387.6700439453125,1018800000,23.510000228881836,-0.01025641338184169,-0.017028934878537516,1424.1678002929686,1361.6060540771484,-0.025627427006949685,0.019142093111380428,-0.05552489777416199,0.02574171686840976,0.192775809662208,0.9617399677154428,1,47.47787903341172,Dotcom Crash,Grey Swan,L-shape,31
2000-02-17,1388.260009765625,1034800000,23.170000076293945,0.0004251484874857603,-0.020164696664530246,1423.749599609375,1361.8108038330079,-0.024926847988921037,0.019422085548280368,-0.055123355612982816,-0.014461937442697415,0.18002363018107417,0.9798917649509723,0,57.88970758093295,Dotcom Crash,Grey Swan,L-shape,32
2000-02-18,1346.0899658203125,1042300000,26.0,-0.030376185763956398,-0.0295792933857959,1422.593798828125,1361.8810034179687,-0.05377770736160476,-0.011595020092082053,-0.08382510408690659,0.1221406954850004,0.22683108015027614,0.9948838363591241,1,36.993821977636756,Dotcom Crash,Grey Swan,L-shape,33
2000-02-22,1352.1700439453125,980000000,25.860000610351562,0.0045168438064202565,-0.027173762215023767,1421.475,1361.9168536376953,-0.048755662994204904,-0.007156684834576355,-0.07968688518270375,-0.005384591909555314,0.23107249721309353,0.9415200745530181,0,33.88636120974991,Dotcom Crash,Grey Swan,L-shape,34
2000-02-23,1360.68994140625,993700000,23.889999389648438,0.006300906826835595,-0.02949973680072615,1420.347998046875,1362.018803100586,-0.04200242245045656,-0.0009756559096767612,-0.0738880779947252,-0.07617947309384632,0.22020126481923896,0.9583650795181653,0,36.9509975404374,Dotcom Crash,Grey Swan,L-shape,35
2000-02-24,1353.4300537109375,1215000000,24.3799991607666,-0.005335445992795007,-0.02467444648226791,1419.1121997070313,1362.0079034423827,-0.046283969660505755,-0.0062979441674055475,-0.07882929813786796,0.02051066486550357,0.20348676544908073,1.166301097666918,1,29.788683966757233,Dotcom Crash,Grey Swan,L-shape,36
2000-02-25,1333.3599853515625,1065200000,25.200000762939453,-0.01482903996726348,-0.03954592369431653,1417.7159985351564,1361.8547033691407,-0.05950134813372638,-0.02092346411631438,-0.09248937529245363,0.033634193207538576,0.20486897472122442,1.0256706530321413,2,26.836336883077166,Dotcom Crash,Grey Swan,L-shape,37
2000-02-28,1348.050048828125,1026500000,24.68000030517578,0.0110173273819143,0.0014561307621203667,1416.410400390625,1361.7571533203125,-0.04826309630573683,-0.010065748109907869,-0.08249103363748511,-0.020634938175415174,0.20223983059664552,0.9917155761659783,0,31.946367973046307,Dotcom Crash,Grey Swan,L-shape,38
2000-02-29,1366.4200439453125,1204300000,23.3700008392334,0.013627086867551208,0.010538615364101611,1415.3632006835937,1361.9002532958984,-0.034579927409899174,0.003318738386659256,-0.069988059251106,-0.053079394235973965,0.21774475031281007,1.151778882938026,0,32.23220432229094,Dotcom Crash,Grey Swan,L-shape,39
2000-03-01,1379.18994140625,1274100000,21.639999389648438,0.009345513861218402,0.0135960437694429,1414.5263989257812,1362.0987530517577,-0.02498112268980375,0.012547686660897207,-0.06129661976773864,-0.07402658910823168,0.21860702748635005,1.2016920457814393,0,41.64696542322034,Dotcom Crash,Grey Swan,L-shape,40
2000-03-02,1381.760009765625,1198600000,21.059999465942383,0.001863462226787016,0.02093196909364492,1413.7997998046876,1362.3409533691406,-0.022662183177200063,0.014254182367828001,-0.059547381476518634,-0.026802215344955083,0.2135085487419809,1.1220167469377629,0,40.87243012775097,Dotcom Crash,Grey Swan,L-shape,41
2000-03-03,1409.1700439453125,1150300000,19.209999084472656,0.019837044049593633,0.056856407441806756,1413.314599609375,1362.6656536865235,-0.002932507500600305,0.034127513328729736,-0.04089158145631275,-0.08784427485202428,0.23647071409397108,1.0766113370365344,0,55.80845108828469,Dotcom Crash,Grey Swan,L-shape,42
2000-03-06,1391.280029296875,1029000000,21.5,-0.012695426449990443,0.032068527801568214,1412.4176000976563,1362.9279040527344,-0.014965524926423904,0.02080236611183474,-0.05306787184150077,0.11920879878533364,0.17927360827675715,0.963808025177026,1,50.32704194168418,Dotcom Crash,Grey Swan,L-shape,43
2000-03-07,1355.6199951171875,1314100000,24.309999465942383,-0.02563109757114057,-0.007903901055887341,1410.3632006835937,1363.0545538330077,-0.038814970172131945,-0.005454336875155668,-0.07733878161157903,0.13069764957871555,0.2304307566354082,1.2084344883395866,2,39.837139869149716,Dotcom Crash,Grey Swan,L-shape,44
2000-03-08,1366.699951171875,1203000000,23.81999969482422,0.008173349533495022,-0.009056033443544331,1408.5552001953124,1363.354803466797,-0.02971502218559393,0.00245361493323077,-0.06979754897269015,-0.020156305301636923,0.23197128136422232,1.0984244958706362,0,45.342670386305656,Dotcom Crash,Grey Swan,L-shape,45
2000-03-09,1401.68994140625,1123000000,22.209999084472656,0.025601808359159595,0.01442358405205657,1407.4357983398438,1363.9412530517577,-0.004082500203825569,0.027676183464669962,-0.0459826840862685,-0.06759028677491519,0.2602989210685304,1.0219961231491677,0,52.58735601367783,Dotcom Crash,Grey Swan,L-shape,46
2000-03-10,1395.0699462890625,1138800000,21.239999771118164,-0.004722866963392747,-0.010005958980488505,1406.067998046875,1364.392802734375,-0.007821849137516422,0.02248409951533573,-0.050488380950102094,-0.04367399159564278,0.2447078706349365,1.0326160877016404,1,60.93400855876576,Dotcom Crash,Grey Swan,L-shape,47
2000-03-13,1383.6199951171875,1016100000,22.850000381469727,-0.008207438775620024,-0.005505745801266726,1404.4509985351563,1364.9038525390624,-0.01483213258397446,0.013712425635921803,-0.058281439430193975,0.07580040620060724,0.24966306932711888,0.9217580623214042,2,56.856326849524756,Dotcom Crash,Grey Swan,L-shape,48
2000-03-14,1359.1500244140625,1094000000,24.40999984741211,-0.017685470569578254,0.002603996185944313,1402.2489990234376,1365.1904028320312,-0.03073560732750769,-0.004424568474432689,-0.07493617531797686,0.06827131028004141,0.26060033770467594,0.9849777389628923,3,49.686115480640176,Dotcom Crash,Grey Swan,L-shape,49
2000-03-15,1392.1400146484375,1302800000,22.34000015258789,0.02427251564712085,0.01861422725211126,1400.9873999023437,1365.6798028564453,-0.00631510694137783,0.019375121266821237,-0.05248254915879701,-0.08480129896615607,0.2858041311163054,1.1619485917125987,0,57.14126789528158,Dotcom Crash,Grey Swan,L-shape,50
2000-03-16,1458.469970703125,1482300000,20.770000457763672,0.047646038011081915,0.04050826621464543,1402.1683984375,1366.4981024169922,0.040153217208692235,0.06730479034215829,-0.007337096679853667,-0.07027751495526957,0.3694745842444366,1.2952695529078684,0,69.71540516281881,Dotcom Crash,Grey Swan,L-shape,51
2000-03-17,1464.469970703125,1295100000,22.3700008392334,0.0041139002657062385,0.04974662711261835,1403.4155981445313,1367.3227520751952,0.043504128527083706,0.07104922263634446,-0.0032533804981282966,0.0770342005876874,0.360912032622643,1.1189638935208785,0,68.86260160993652,Dotcom Crash,Grey Swan,L-shape,52
2000-03-20,1456.6300048828125,920800000,22.959999084472656,-0.005353449355160467,0.052767385570661185,1404.47919921875,1367.9671520996094,0.03713177503310248,0.06481358316763666,-0.008589413045558958,0.02637452941908225,0.353151494410396,0.799767226741131,1,65.13235383251944,Dotcom Crash,Grey Swan,L-shape,53
2000-03-21,1493.8699951171875,1065900000,21.700000762939453,0.025565854135601862,0.09912075067739745,1405.5271997070313,1368.763901977539,0.06285384973593569,0.09140078355288289,0.0,-0.05487797786478621,0.321655283964064,0.9223540406531502,0,67.77765288407934,Dotcom Crash,Grey Swan,L-shape,54
2000-03-22,1500.6400146484375,1075000000,21.489999771118164,0.004531866597078826,0.0779375629306942,1406.3880004882812,1369.6804522705079,0.06701707788137631,0.09561322289504756,0.0,-0.009677464720643791,0.3227330645314255,0.9269678665511191,0,68.1918425735424,Dotcom Crash,Grey Swan,L-shape,55
2000-03-23,1527.3499755859375,1078300000,22.260000228881836,0.017799046191472767,0.047227578398207015,1408.163798828125,1370.7240020751954,0.08463942678898531,0.11426514256233906,0.0,0.03583064057536789,0.31414718444648937,0.9353260586714779,0,68.12354403991436,Dotcom Crash,Grey Swan,L-shape,56
2000-03-24,1527.4599609375,1052200000,23.309999465942383,7.20105760438905e-05,0.04301214193154945,1410.067998046875,1371.8472021484374,0.0832526963616138,0.11343301101271254,0.0,0.04716977656173582,0.3092536654804662,0.9132015865163469,0,72.08850242984497,Dotcom Crash,Grey Swan,L-shape,57
2000-03-27,1523.8599853515625,901000000,24.530000686645508,-0.0023568379388013705,0.046154466297815055,1411.5515966796875,1372.998302001953,0.07956378564981377,0.10987754546355935,-0.0023568379388013315,0.05233810590539201,0.30128461453251904,0.7862575102427276,1,80.45622170325834,Dotcom Crash,Grey Swan,L-shape,58
2000-03-28,1507.72998046875,959100000,24.860000610351562,-0.01058496517912777,0.009277905973655631,1412.4031958007813,1374.066951904297,0.06749261468069807,0.09727548456005847,-0.01291685607041408,0.01345291131140125,0.2847628056443549,0.8460096588528458,2,75.07202697224564,Dotcom Crash,Grey Swan,L-shape,59
2000-03-29,1508.52001953125,1061900000,24.100000381469727,0.0005239924076154701,0.005251096069605055,1413.4707958984375,1375.1037518310548,0.06724526881533259,0.09702269194054731,-0.012399631997309668,-0.030571207169052816,0.2776329327910337,0.9455374355001714,0,71.62116223085711,Dotcom Crash,Grey Swan,L-shape,60
2000-03-30,1487.9200439453125,1193400000,25.469999313354492,-0.013655752206946925,-0.025815911396141256,1414.1111962890625,1375.8913018798828,0.0521945147241183,0.08142266900907406,-0.02588605790224401,0.05684642780911098,0.19065792797189596,1.062873784851332,1,67.78534537747692,Dotcom Crash,Grey Swan,L-shape,61
2000-03-31,1498.5799560546875,1227400000,24.110000610351562,0.007164304394414511,-0.018907209106212464,1415.171396484375,1376.6847015380858,0.05893883933601212,0.0885426084712175,-0.018907209106212505,-0.05339610285304763,0.19218437080141826,1.0894147302646762,0,72.08731807171498,Dotcom Crash,Grey Swan,L-shape,62
2000-04-03,1505.969970703125,1021700000,24.030000686645508,0.004931344916619063,-0.011739933340601638,1416.4635961914062,1377.5003515625,0.06319002814642323,0.09326285760646208,-0.01406910215910682,-0.0033181220108184917,0.18748801060307455,0.9071335662504051,0,80.19001337874913,Dotcom Crash,Grey Swan,L-shape,63
2000-04-04,1494.72998046875,1515460000,27.1200008392334,-0.007463621754109195,-0.00862223353544933,1418.3275952148438,1378.2290014648438,0.053867939615412364,0.08452947868611364,-0.021427717456280502,0.12858926609624,0.1471150024568265,1.3336055468191061,1,73.16744119630232,Dotcom Crash,Grey Swan,L-shape,64
2000-04-05,1487.3699951171875,1110300000,28.40999984741211,-0.004923956465537893,-0.014020380333192084,1419.87439453125,1378.9864514160156,0.047536317892555746,0.07859652543350082,-0.026246164773907867,0.04756633363788554,0.1467896031995104,0.9810661218950136,2,58.89560962706291,Dotcom Crash,Grey Swan,L-shape,65
2000-04-06,1501.3399658203125,1008000000,27.149999618530273,0.009392397822321596,0.009019249340452618,1421.81939453125,1379.8278509521485,0.05592874284520436,0.08806324266053528,-0.01710028137245312,-0.04435058907600131,0.12061891570909354,0.8952217538886195,0,60.818039007247144,Dotcom Crash,Grey Swan,L-shape,66
2000-04-07,1516.3499755859375,891600000,24.389999389648438,0.009997742088630579,0.011857905518790623,1424.1751928710937,1380.8307006835937,0.0647215196390426,0.09814329507249053,-0.007273503486627296,-0.1016574684221393,0.13420539626742234,0.800633610448107,0,66.8149641102772,Dotcom Crash,Grey Swan,L-shape,67
2000-04-10,1504.4599609375,853700000,25.989999771118164,-0.007841207399263528,-0.0010026825202363865,1427.06119140625,1381.7764501953125,0.05423647563071913,0.08878680102331052,-0.015057677836532899,0.06560067328861008,0.13884766688702793,0.7722311573607551,1,53.47828143956981,Dotcom Crash,Grey Swan,L-shape,68
2000-04-11,1500.5899658203125,971400000,27.25,-0.0025723483626483024,0.003920430732060831,1429.1837915039061,1382.6226501464844,0.049962905219675655,0.08532141120451764,-0.017591292606253105,0.04848019391989511,0.12925207325589996,0.8835985766367586,2,49.98324218718068,Dotcom Crash,Grey Swan,L-shape,69
2000-04-12,1467.1700439453125,1175900000,28.979999542236328,-0.022271188423368282,-0.013580986061429545,1430.341591796875,1383.2012506103515,0.025748011775404995,0.060706128842718234,-0.03947070203737695,0.06348622173344332,0.16900873005196235,1.0758236560438343,3,30.716479513845968,Dotcom Crash,Grey Swan,L-shape,70
2000-04-13,1440.510009765625,1032000000,29.399999618530273,-0.018171059509909937,-0.04051710967505673,1430.9693920898437,1383.5402508544921,0.0066672409127128745,0.04117679906742694,-0.05692453707166782,0.01449275648475501,0.1784428283770877,0.9640282931094396,4,26.189817191879,Dotcom Crash,Grey Swan,L-shape,71
2000-04-14,1356.56005859375,1279700000,33.4900016784668,-0.05827793670488546,-0.10537799292042893,1429.6011938476563,1383.4182513427734,-0.05109196576516698,-0.019414369242963418,-0.1118850292081357,0.13911571812942025,0.3191733773155875,1.1962742278950547,5,18.186650622120766,Dotcom Crash,Grey Swan,L-shape,72
2000-04-17,1401.43994140625,1204700000,28.950000762939453,0.033083594440355135,-0.06847641160689544,1429.1425927734374,1383.4693511962892,-0.019384105901865813,0.012989510894781757,-0.08250299369804982,-0.13556287512659182,0.3807125990179615,1.1114155579726792,0,31.78028911221574,Dotcom Crash,Grey Swan,L-shape,73
2000-04-18,1441.6099853515625,1109400000,26.1200008392334,0.02866340737013995,-0.03930452809372742,1429.4899926757812,1383.736801147461,0.0084785432132299,0.04182383828782348,-0.05620440324553311,-0.09775474435665299,0.4203588078249948,1.0214453811223194,0,39.894872024609505,Dotcom Crash,Grey Swan,L-shape,74
2000-04-19,1427.469970703125,1001400000,27.020000457763672,-0.00980848828193237,-0.027058944807400453,1429.2049926757813,1383.8948510742186,-0.0012139769882891355,0.03148730526389494,-0.06546161129683867,0.03445633957172145,0.42160306611959997,0.9251423651272879,1,40.68880788717522,Dotcom Crash,Grey Swan,L-shape,75
2000-04-20,1434.5400390625,896200000,25.850000381469727,0.00495286661329386,-0.004144345171260833,1429.6615942382812,1384.0954510498048,0.0034123073906997207,0.036445888160700324,-0.06083296731258939,-0.043301260417179965,0.4182951798970537,0.8349769826976595,0,40.02555332259739,Dotcom Crash,Grey Swan,L-shape,76
2000-04-24,1429.8599853515625,868700000,27.3700008392334,-0.0032624071712881175,0.05403367605692111,1429.9221948242186,1384.2283508300782,-4.350549483134459e-05,0.03296539512004683,-0.06389691257506622,0.05880079053512377,0.410902487443744,0.8163338182282915,1,38.044673348430265,Dotcom Crash,Grey Swan,L-shape,77
2000-04-25,1477.43994140625,1071100000,25.239999771118164,0.03327595466837896,0.05422993719141411,1431.72859375,1384.6200506591797,0.03192738334332084,0.06703636185456169,-0.0327471886729846,-0.07782246995995679,0.4540594196345175,0.9985521878930093,0,47.56237927203186,Dotcom Crash,Grey Swan,L-shape,78
2000-04-26,1460.989990234375,999600000,26.969999313354492,-0.011134091282396064,0.013443306497413321,1433.1495947265626,1384.9572003173828,0.019426021966062967,0.05489901774550738,-0.043516669767453754,0.0685419793155444,0.45668447597376766,0.9301390742157186,1,46.37378148620844,Dotcom Crash,Grey Swan,L-shape,79
2000-04-27,1464.9200439453125,1111000000,26.190000534057617,0.002689993591473483,0.026235279207828643,1434.4069946289062,1385.2909503173828,0.021272239629799277,0.05748185506422745,-0.04094373573877691,-0.028920978834087285,0.44310101263299345,1.0314417996663365,0,44.85157945960497,Dotcom Crash,Grey Swan,L-shape,80
2000-04-28,1452.4300537109375,984600000,26.200000762939453,-0.008526055934586774,0.012470906465691156,1435.7021948242189,1385.5050006103515,0.011651343117690739,0.04830372540777818,-0.0491207030922839,0.00038183385559054095,0.4344646653754831,0.9230397124570987,1,40.89926329554452,Dotcom Crash,Grey Swan,L-shape,81
2000-05-01,1468.25,966300000,25.8799991607666,0.010892053802276314,0.026848792917999242,1437.3019946289062,1385.7523504638673,0.02153201309588679,0.05953275093382841,-0.03876367463089445,-0.012213801253987078,0.2811985270518307,0.9171081528950171,0,44.901583329322875,Dotcom Crash,Grey Swan,L-shape,82
2000-05-02,1446.2900390625,1011500000,28.5,-0.01495655435893073,-0.021083701252926135,1439.30599609375,1385.9455505371093,0.004852368424577179,0.04354030250467258,-0.05314045798305628,0.10123651175403636,0.26452205825670905,0.9604720413852827,1,42.725086867197454,Dotcom Crash,Grey Swan,L-shape,83
2000-05-03,1415.0999755859375,991600000,31.6299991607666,-0.02156556612723426,-0.03141021838286229,1440.5645947265625,1386.1355505371093,-0.017676832565400185,0.020895809964332008,-0.07356002004962538,0.10982453195672282,0.24929397704123135,0.9655917852639164,2,42.981902516168226,Dotcom Crash,Grey Swan,L-shape,84
2000-05-04,1409.5699462890625,925800000,30.770000457763672,-0.0039078718057253825,-0.03778369876568932,1441.5421948242188,1386.2869500732422,-0.022179197147298872,0.016795221375048044,-0.07718042872697026,-0.02718933688969738,0.2456830738890021,0.9096894007133662,3,45.577969000195054,Dotcom Crash,Grey Swan,L-shape,85
2000-05-05,1432.6300048828125,805500000,27.530000686645508,0.016359641218557153,-0.01363235962897913,1443.1261938476562,1386.6452502441407,-0.007273230164895545,0.03316259485299175,-0.06208343163148072,-0.10529735856083389,0.25988479373160384,0.7994362758476953,0,63.16316438952819,Dotcom Crash,Grey Swan,L-shape,86
2000-05-08,1424.1700439453125,787600000,28.200000762939453,-0.005905195974303279,-0.030022105264558174,1444.9423950195312,1386.981400756836,-0.01437590255903449,0.026812647356470546,-0.06762201277524281,0.02433708897867759,0.26114543544396057,0.7857260433865232,1,54.50047299619524,Dotcom Crash,Grey Swan,L-shape,87
2000-05-09,1412.1400146484375,896600000,28.93000030517578,-0.0084470455954464,-0.02361215488713375,1446.2241943359375,1387.30330078125,-0.02356770120496455,0.017902872323017474,-0.07549785214552089,0.025886507889591792,0.18348690760371783,0.8925567180671558,2,43.433318608816,Dotcom Crash,Grey Swan,L-shape,88
