Date,SP500_Close,SP500_Volume,VIX,Return_1d,Return_5d,MA50,MA200,Dist_MA50,Dist_MA200,Dist_52w_High,VIX_Change,Realized_Vol_10d,Volume_Ratio,Consec_Down,RSI,VIX_Trend_20d,SP500_Trend_20d,Local_Min_20d,Dist_Local_Min,VIX_MA60,VIX_Ratio,Forward_Return_60d,label,Phase,event_name,category,day_relative
2000-01-21,1441.3599853515625,1209800000,20.81999969482422,-0.0029123190810015354,-0.005739244558188528,1425.0607958984374,1355.6814038085938,0.011437539717629518,0.06319964359049768,-0.018982484021396972,-0.04275863472072561,0.19383793785293196,1.3028431984380529,2,43.40879573454821,-0.15058648245675285,-0.4379234830239752,1399.4200439453125,0.029969516006081273,22.2118332862854,0.9373381938572102,-0.0276960955979193,0,1,Dotcom Crash,Grey Swan,13
2000-01-24,1401.530029296875,1115800000,24.06999969482422,-0.027633593591799732,-0.04342217114771585,1425.622197265625,1355.9473040771484,-0.016899405757681948,0.033616885466467315,-0.04609152336438659,0.15609990622660486,0.19596771194048984,1.177073130336217,3,38.69065801883639,-0.1633909770420621,-0.8680813667469649,1399.4200439453125,0.001507756988826548,22.209666601816814,1.0837623151378248,0.028597286691598667,0,1,Dotcom Crash,Grey Swan,14
2000-01-25,1410.030029296875,1073700000,23.020000457763672,0.006064800483985611,-0.031000443185847715,1426.1935986328126,1356.2043041992188,-0.011333362701552187,0.0396885077941395,-0.04030625877360899,-0.043622735786171596,0.1872648936206651,1.1120668628000325,0,52.79107390692546,-0.16484209361829308,-1.1109609962406084,1399.4200439453125,0.007581701718127688,22.237666606903076,1.0351805728851848,0.01236848935405055,0,1,Dotcom Crash,Grey Swan,15
2000-01-26,1404.0899658203125,1117300000,23.030000686645508,-0.00421272125638672,-0.03558627496733602,1426.3541967773438,1356.475654296875,-0.015609188101619013,0.03510148624681227,-0.04434918099689467,0.0004344147994341796,0.17938371017337573,1.130190386452686,1,50.51209905043828,-0.16765411635090582,-1.3590737708529577,1399.4200439453125,0.0033370408657534523,22.251499938964844,1.034986439108198,0.021686696709920295,0,1,Dotcom Crash,Grey Swan,16
2000-01-27,1398.56005859375,1129500000,23.540000915527344,-0.00393842799334565,-0.032519967515921344,1426.43759765625,1356.8262548828125,-0.019543469064686108,0.030758399287123196,-0.04811294293432023,0.022145037502216525,0.1792563859340187,1.1109728610821632,2,48.7621152507846,-0.16137589906391403,-1.5140509354441223,1398.56005859375,0.0,22.275666618347167,1.0567585392097232,0.022380109145462512,0,1,Dotcom Crash,Grey Swan,17
2000-01-28,1360.1600341796875,1095800000,26.139999389648438,-0.027456829027902918,-0.05633564966219695,1425.2393994140625,1357.0128051757813,-0.04566205878193525,0.0023192330919077266,-0.07424874311404628,0.11045022824982542,0.19887275176649646,1.049885866349855,3,29.455775808625546,-0.092263117051663,-2.104058516653017,1360.1600341796875,0.0,22.32633326848348,1.170814709039054,0.08622507960785208,1,1,Dotcom Crash,Grey Swan,18
2000-01-31,1394.4599609375,993800000,24.950000762939453,0.025217566974388372,-0.005044535765617475,1424.9143994140625,1357.3901049804688,-0.021372819650840508,0.0273096553606928,-0.05090354879190063,-0.045524049521601384,0.24226592299774735,0.9247059699270508,0,35.388310377109576,-0.04412025222204786,-1.971735949982387,1360.1600341796875,0.025217566974388265,22.3561666170756,1.1160232069429419,0.04771024709246352,0,1,Dotcom Crash,Grey Swan,19
2000-02-01,1409.280029296875,981000000,23.450000762939453,0.01062781920924527,-0.0005319035654680615,1424.601201171875,1357.9891052246094,-0.010754709361747496,0.03776976109376237,-0.04081672329632466,-0.060120238642561,0.25380134495707257,0.910711301732301,0,43.08911981947615,-0.024661604802411675,-1.73675867525264,1360.1600341796875,0.036113393926334385,22.36366662979126,1.0485758507820473,0.03948116307033578,0,1,Dotcom Crash,Grey Swan,20
2000-02-02,1409.1199951171875,1038600000,23.1200008392334,-0.00011355740261742575,0.0035824123947330033,1424.3436010742187,1358.5038549804688,-0.010688155544455532,0.03725873868605728,-0.04092564565786115,-0.014072490958191741,0.2535684966483094,0.9628613279439304,1,44.377461776259295,0.035436156997106956,-2.316036459557147,1360.1600341796875,0.035995735580503035,22.387999979654946,1.032696125613885,0.030735536181323075,0,1,Dotcom Crash,Grey Swan,21
2000-02-03,1424.969970703125,1146500000,22.010000228881836,0.011248137590027962,0.018883645322983256,1424.4242016601563,1358.9481048583984,0.0003831506389266599,0.04858306627654924,-0.03013784536115365,-0.048010405279395596,0.2621425248158434,1.0598959055569424,0,43.94687061359309,0.07605270012877031,-2.6409996548989705,1360.1600341796875,0.047648758156994646,22.390333302815755,0.9830135144131111,0.030372590431164914,0,1,Dotcom Crash,Grey Swan,22
2000-02-04,1424.3699951171875,1045100000,21.540000915527344,-0.000421044371651913,0.047207651543904605,1424.8188012695311,1359.275855102539,-0.00031499173926099105,0.04788883711153539,-0.030546200362642505,-0.02135389861276571,0.2620146778103414,0.9682679390373836,1,39.22531404531128,0.10583466121128507,-2.9877524928042973,1360.1600341796875,0.04720765154390456,22.370999972025555,0.9628537366439874,0.015389290718321513,0,1,Dotcom Crash,Grey Swan,23
2000-02-07,1424.239990234375,918100000,22.790000915527344,-9.127184878798822e-05,0.021355958672957476,1424.962001953125,1359.6128051757812,-0.000506688401347163,0.047533521906068174,-0.030634684203249957,0.05803156670708054,0.21629686423992564,0.8628799947368174,2,41.38603174127842,0.09645872187793693,-2.7675051581590826,1360.1600341796875,0.047112070965483206,22.37983331680298,1.0183275537810377,-0.00641746806093646,0,1,Dotcom Crash,Grey Swan,24
2000-02-08,1441.719970703125,1047700000,21.25,0.012273198750635705,0.023018804447569652,1425.4640014648437,1360.0212048339845,0.011403984401974543,0.06007168533751894,-0.01873747102050366,-0.06757353460561322,0.22198149681026663,0.9854769832759561,0,46.38411442039934,0.06331584614918634,-2.0169497841283373,1360.1600341796875,0.05996348552663238,22.366166655222575,0.9500957552347511,-0.022299770459850765,0,1,Dotcom Crash,Grey Swan,25
2000-02-09,1411.7099609375,1050500000,22.899999618530273,-0.02081542211764542,0.0018380023200914586,1425.5416015625,1360.2657543945313,-0.009702726745988738,0.03781923229102173,-0.03916286476944019,0.0776470408720129,0.2495790879437475,0.9864173939988639,1,42.153317812396566,0.06690982015509389,-1.9718593970277631,1360.1600341796875,0.03789989814610474,22.386999988555907,1.02291506813046,0.014818939105182505,0,1,Dotcom Crash,Grey Swan,26
2000-02-10,1416.8299560546875,1058800000,23.06999969482422,0.0036268038470079755,-0.0057124113600941495,1426.1,1360.5953540039063,-0.006500276239613217,0.041330879078262474,-0.03567809695103794,0.0074235842413021835,0.24856952075311328,0.9902962564594197,0,44.33930905485194,0.0776992869556397,-1.9128826399495447,1360.1600341796875,0.04166415748951014,22.392499987284342,1.030255652916137,0.005180641374257888,0,1,Dotcom Crash,Grey Swan,27
2000-02-11,1387.1199951171875,1025700000,24.420000076293945,-0.02096932014356223,-0.02615191286512275,1425.8880004882812,1360.8168041992187,-0.02718867495751281,0.019328972744018295,-0.055899271657520844,0.05851757257598056,0.2288236268441247,0.9595487118079593,1,46.511730987785874,0.0895864873900444,-1.979934485872921,1360.1600341796875,0.01982116828903854,22.453999996185303,1.0875567863384095,0.01803738654141185,0,1,Dotcom Crash,Grey Swan,28
2000-02-14,1389.93994140625,927300000,24.3799991607666,0.0020329505010301396,-0.024083054164544704,1425.5059985351563,1361.0906036376953,-0.024949777247836098,0.02119575118030427,-0.05397996160881402,-0.001638039123766255,0.18930752343214174,0.8739785675912574,0,44.99922821031087,0.0644586477064543,-1.6683634134164032,1360.1600341796875,0.02189441424407295,22.510999997456867,1.0830260389818702,-0.004956971429394441,0,1,Dotcom Crash,Grey Swan,29
2000-02-15,1402.050048828125,1092100000,22.920000076293945,0.008712683952101452,-0.02751569145265642,1424.8809985351563,1361.327703857422,-0.01602305717495187,0.029913697381837804,-0.04573758800195678,-0.0598851162727746,0.1864458501977534,1.027588023861947,0,49.50736142531768,0.040428568904560716,-1.2287457229500054,1360.1600341796875,0.03079785730779935,22.563666661580402,1.0157923541442968,0.004108276855337323,0,1,Dotcom Crash,Grey Swan,30
2000-02-16,1387.6700439453125,1018800000,23.510000228881836,-0.01025641338184169,-0.017028934878537516,1424.1678002929686,1361.6060540771484,-0.025627427006949685,0.019142093111380428,-0.05552489777416199,0.02574171686840976,0.192775809662208,0.9617399677154428,1,47.47787903341172,0.0261653986192286,-0.9027219844044087,1360.1600341796875,0.02022556837013395,22.636999988555907,1.038565191534535,0.023989792917587405,0,2,Dotcom Crash,Grey Swan,31
2000-02-17,1388.260009765625,1034800000,23.170000076293945,0.0004251484874857603,-0.020164696664530246,1423.749599609375,1361.8108038330079,-0.024926847988921037,0.019422085548280368,-0.055123355612982816,-0.014461937442697415,0.18002363018107417,0.9798917649509723,0,57.88970758093295,0.004827047649182227,-0.6287751850329225,1360.1600341796875,0.020659315727420705,22.690166664123534,1.0211471964606191,0.046172889181443244,0,2,Dotcom Crash,Grey Swan,32
2000-02-18,1346.0899658203125,1042300000,26.0,-0.030376185763956398,-0.0295792933857959,1422.593798828125,1361.8810034179687,-0.05377770736160476,-0.011595020092082053,-0.08382510408690659,0.1221406954850004,0.22683108015027614,0.9948838363591241,1,36.993821977636756,0.00709771321232075,-0.9375502966400809,1346.0899658203125,0.0,22.77349999745687,1.1416778274267652,0.08910999731662761,1,2,Dotcom Crash,Grey Swan,33
2000-02-22,1352.1700439453125,980000000,25.860000610351562,0.0045168438064202565,-0.027173762215023767,1421.475,1361.9168536376953,-0.048755662994204904,-0.007156684834576355,-0.07968688518270375,-0.005384591909555314,0.23107249721309353,0.9415200745530181,0,33.88636120974991,0.050894702825330845,-1.645098005022369,1346.0899658203125,0.004516843806420306,22.86683333714803,1.1308955739114528,0.0707233571036574,1,2,Dotcom Crash,Grey Swan,34
2000-02-23,1360.68994140625,993700000,23.889999389648438,0.006300906826835595,-0.02949973680072615,1420.347998046875,1362.018803100586,-0.04200242245045656,-0.0009756559096767612,-0.0738880779947252,-0.07617947309384632,0.22020126481923896,0.9583650795181653,0,36.9509975404374,0.04727815183481721,-2.0224968243362818,1346.0899658203125,0.010846210845231446,22.89283332824707,1.0435580011920578,0.05623619106948641,1,2,Dotcom Crash,Grey Swan,35
2000-02-24,1353.4300537109375,1215000000,24.3799991607666,-0.005335445992795007,-0.02467444648226791,1419.1121997070313,1362.0079034423827,-0.046283969660505755,-0.0062979441674055475,-0.07882929813786796,0.02051066486550357,0.20348676544908073,1.166301097666918,1,29.788683966757233,0.04951122685482581,-2.5232031800693413,1346.0899658203125,0.005452895480245201,22.90633331934611,1.0643344275522206,0.03954389612835363,0,2,Dotcom Crash,Grey Swan,36
2000-02-25,1333.3599853515625,1065200000,25.200000762939453,-0.01482903996726348,-0.03954592369431653,1417.7159985351564,1361.8547033691407,-0.05950134813372638,-0.02092346411631438,-0.09248937529245363,0.033634193207538576,0.20486897472122442,1.0256706530321413,2,26.836336883077166,0.06948117277676037,-3.3217588037476684,1333.3599853515625,0.0,22.923333326975506,1.0993165960416773,0.050518979189106084,1,2,Dotcom Crash,Grey Swan,37
2000-02-28,1348.050048828125,1026500000,24.68000030517578,0.0110173273819143,0.0014561307621203667,1416.410400390625,1361.7571533203125,-0.04826309630573683,-0.010065748109907869,-0.08249103363748511,-0.020634938175415174,0.20223983059664552,0.9917155761659783,0,31.946367973046307,0.12057890784471487,-4.418727329799116,1333.3599853515625,0.01101732738191421,22.964166673024497,1.0747178705233331,0.019146126322145296,0,2,Dotcom Crash,Grey Swan,38
2000-02-29,1366.4200439453125,1204300000,23.3700008392334,0.013627086867551208,0.010538615364101611,1415.3632006835937,1361.9002532958984,-0.034579927409899174,0.003318738386659256,-0.069988059251106,-0.053079394235973965,0.21774475031281007,1.151778882938026,0,32.23220432229094,0.1363684001721832,-4.6934790589756075,1333.3599853515625,0.024794548326747008,22.99083334604899,1.0164921161176426,0.023879922595835712,0,2,Dotcom Crash,Grey Swan,39
2000-03-01,1379.18994140625,1274100000,21.639999389648438,0.009345513861218402,0.0135960437694429,1414.5263989257812,1362.0987530517577,-0.02498112268980375,0.012547686660897207,-0.06129661976773864,-0.07402658910823168,0.21860702748635005,1.2016920457814393,0,41.64696542322034,0.10613531528558928,-4.509637313498606,1333.3599853515625,0.034371779983035616,23.029500007629395,0.9396643167450169,0.0016894541172656208,0,2,Dotcom Crash,Grey Swan,40
2000-03-02,1381.760009765625,1198600000,21.059999465942383,0.001863462226787016,0.02093196909364492,1413.7997998046876,1362.3409533691406,-0.022662183177200063,0.014254182367828001,-0.059547381476518634,-0.026802215344955083,0.2135085487419809,1.1220167469377629,0,40.87243012775097,0.06512779866842376,-4.246358908746508,1333.3599853515625,0.03629929272348834,23.0375,0.9141616697099243,-0.0027066858267300598,0,2,Dotcom Crash,Grey Swan,41
2000-03-03,1409.1700439453125,1150300000,19.209999084472656,0.019837044049593633,0.056856407441806756,1413.314599609375,1362.6656536865235,-0.002932507500600305,0.034127513328729736,-0.04089158145631275,-0.08784427485202428,0.23647071409397108,1.0766113370365344,0,55.80845108828469,-0.016736873827483078,-3.3001029796170465,1333.3599853515625,0.05685640744180681,23.006166648864745,0.8349934770823972,0.009423921040346617,0,2,Dotcom Crash,Grey Swan,42
2000-03-06,1391.280029296875,1029000000,21.5,-0.012695426449990443,0.032068527801568214,1412.4176000976563,1362.9279040527344,-0.014965524926423904,0.02080236611183474,-0.05306787184150077,0.11920879878533364,0.17927360827675715,0.963808025177026,1,50.32704194168418,-0.06909776128324387,-2.5951326986901035,1333.3599853515625,0.043439164652928235,23.010333315531412,0.9343628232229051,0.021074079747899654,0,2,Dotcom Crash,Grey Swan,43
2000-03-07,1355.6199951171875,1314100000,24.309999465942383,-0.02563109757114057,-0.007903901055887341,1410.3632006835937,1363.0545538330077,-0.038814970172131945,-0.005454336875155668,-0.07733878161157903,0.13069764957871555,0.2304307566354082,1.2084344883395866,2,39.837139869149716,-0.06151880536760645,-2.3518848390507894,1333.3599853515625,0.01669467361415963,23.06233329772949,1.0540997370953669,0.06874350025244835,1,2,Dotcom Crash,Grey Swan,44
2000-03-08,1366.699951171875,1203000000,23.81999969482422,0.008173349533495022,-0.009056033443544331,1408.5552001953124,1363.354803466797,-0.02971502218559393,0.00245361493323077,-0.06979754897269015,-0.020156305301636923,0.23197128136422232,1.0984244958706362,0,45.342670386305656,-0.08754136221749459,-1.5711642387218754,1333.3599853515625,0.02500447455045073,23.101333300272625,1.0311093037449537,0.08089563367508013,1,2,Dotcom Crash,Grey Swan,45
2000-03-09,1401.68994140625,1123000000,22.209999084472656,0.025601808359159595,0.01442358405205657,1407.4357983398438,1363.9412530517577,-0.004082500203825569,0.027676183464669962,-0.0459826840862685,-0.06759028677491519,0.2602989210685304,1.0219961231491677,0,52.58735601367783,-0.11437596342617468,-0.6516168350564221,1333.3599853515625,0.05124644267517236,23.109499963124595,0.9610765754305695,0.047043259374757174,0,2,Dotcom Crash,Grey Swan,46
2000-03-10,1395.0699462890625,1138800000,21.239999771118164,-0.004722866963392747,-0.010005958980488505,1406.067998046875,1364.392802734375,-0.007821849137516422,0.02248409951533573,-0.050488380950102094,-0.04367399159564278,0.2447078706349365,1.0326160877016404,1,60.93400855876576,-0.15134589116376196,0.26926893650137185,1333.3599853515625,0.04628154558067763,23.079166634877524,0.9203105167159724,0.04499417373173342,0,2,Dotcom Crash,Grey Swan,47
2000-03-13,1383.6199951171875,1016100000,22.850000381469727,-0.008207438775620024,-0.005505745801266726,1404.4509985351563,1364.9038525390624,-0.01483213258397446,0.013712425635921803,-0.058281439430193975,0.07580040620060724,0.24966306932711888,0.9217580623214042,2,56.856326849524756,-0.14124813510063072,0.5902011498472189,1333.3599853515625,0.037694253853263124,23.092833296457925,0.9894844901935249,0.06341335810700222,1,2,Dotcom Crash,Grey Swan,48
2000-03-14,1359.1500244140625,1094000000,24.40999984741211,-0.017685470569578254,0.002603996185944313,1402.2489990234376,1365.1904028320312,-0.03073560732750769,-0.004424568474432689,-0.07493617531797686,0.06827131028004141,0.26060033770467594,0.9849777389628923,3,49.686115480640176,-0.1071353639875144,0.6113509787652153,1333.3599853515625,0.019342142666520797,23.134499963124593,1.0551341021556813,0.07542950939168547,1,2,Dotcom Crash,Grey Swan,49
2000-03-15,1392.1400146484375,1302800000,22.34000015258789,0.02427251564712085,0.01861422725211126,1400.9873999023437,1365.6798028564453,-0.00631510694137783,0.019375121266821237,-0.05248254915879701,-0.08480129896615607,0.2858041311163054,1.1619485917125987,0,57.14126789528158,-0.12569174802393038,1.3412992319665955,1333.3599853515625,0.0440841407741636,23.150999959309896,0.9649691240919436,0.04655417978184051,0,2,Dotcom Crash,Grey Swan,50
2000-03-16,1458.469970703125,1482300000,20.770000457763672,0.047646038011081915,0.04050826621464543,1402.1683984375,1366.4981024169922,0.040153217208692235,0.06730479034215829,-0.007337096679853667,-0.07027751495526957,0.3694745842444366,1.2952695529078684,0,69.71540516281881,-0.15648872690989568,2.8066678843103467,1333.3599853515625,0.09383061343225714,23.100833288828532,0.8991017855536821,-0.008550035964822289,0,2,Dotcom Crash,Grey Swan,51
2000-03-17,1464.469970703125,1295100000,22.3700008392334,0.0041139002657062385,0.04974662711261835,1403.4155981445313,1367.3227520751952,0.043504128527083706,0.07104922263634446,-0.0032533804981282966,0.0770342005876874,0.360912032622643,1.1189638935208785,0,68.86260160993652,-0.16567668054336923,4.260600016887916,1333.3599853515625,0.0983305234834936,23.095999972025552,0.9685660229619197,0.003393699292269403,0,2,Dotcom Crash,Grey Swan,52
2000-03-20,1456.6300048828125,920800000,22.959999084472656,-0.005353449355160467,0.052767385570661185,1404.47919921875,1367.9671520996094,0.03713177503310248,0.06481358316763666,-0.008589413045558958,0.02637452941908225,0.353151494410396,0.799767226741131,1,65.13235383251944,-0.12054887212308771,4.822088393591341,1333.3599853515625,0.09245066665079785,23.104833285013836,0.993731432780555,0.009549462892470384,0,2,Dotcom Crash,Grey Swan,53
2000-03-21,1493.8699951171875,1065900000,21.700000762939453,0.025565854135601862,0.09912075067739745,1405.5271997070313,1368.763901977539,0.06285384973593569,0.09140078355288289,0.0,-0.05487797786478621,0.321655283964064,0.9223540406531502,0,67.77765288407934,-0.09106012645520756,5.845352241688166,1333.3599853515625,0.12038010104473315,23.114499950408934,0.9388046814551808,-0.010134760519940555,0,2,Dotcom Crash,Grey Swan,54
2000-03-22,1500.6400146484375,1075000000,21.489999771118164,0.004531866597078826,0.0779375629306942,1406.3880004882812,1369.6804522705079,0.06701707788137631,0.09561322289504756,0.0,-0.009677464720643791,0.3227330645314255,0.9269678665511191,0,68.1918425735424,-0.08942103852006762,6.886772717927586,1333.3599853515625,0.12545751420068965,23.088166618347167,0.9307798287474672,-0.024109748745713366,0,2,Dotcom Crash,Grey Swan,55
2000-03-23,1527.3499755859375,1078300000,22.260000228881836,0.017799046191472767,0.047227578398207015,1408.163798828125,1370.7240020751954,0.08463942678898531,0.11426514256233906,0.0,0.03583064057536789,0.31414718444648937,0.9353260586714779,0,68.12354403991436,-0.06543608357135586,7.984683021029066,1333.3599853515625,0.14548958448248792,23.076333300272623,0.9646246628193248,-0.027073019443415003,0,2,Dotcom Crash,Grey Swan,56
2000-03-24,1527.4599609375,1052200000,23.309999465942383,7.20105760438905e-05,0.04301214193154945,1410.067998046875,1371.8472021484374,0.0832526963616138,0.11343301101271254,0.0,0.04716977656173582,0.3092536654804662,0.9132015865163469,0,72.08850242984497,-0.010315777484636005,8.505735010132714,1348.050048828125,0.13308846527273824,23.0799999554952,1.009965316763028,-0.03372265793075846,0,2,Dotcom Crash,Grey Swan,57
2000-03-27,1523.8599853515625,901000000,24.530000686645508,-0.0023568379388013705,0.046154466297815055,1411.5515966796875,1372.998302001953,0.07956378564981377,0.10987754546355935,-0.0023568379388013315,0.05233810590539201,0.30128461453251904,0.7862575102427276,1,80.45622170325834,0.056864691139163794,8.915427484727415,1355.6199951171875,0.124105568551924,23.07616662979126,1.0630015409481985,-0.02935307764409245,0,2,Dotcom Crash,Grey Swan,58
2000-03-28,1507.72998046875,959100000,24.860000610351562,-0.01058496517912777,0.009277905973655631,1412.4031958007813,1374.066951904297,0.06749261468069807,0.09727548456005847,-0.01291685607041408,0.01345291131140125,0.2847628056443549,0.8460096588528458,2,75.07202697224564,0.10830080562964425,9.120368028224792,1355.6199951171875,0.11220695025113822,23.07983331680298,1.077130855717773,-0.03684341856792028,0,2,Dotcom Crash,Grey Swan,59
2000-03-29,1508.52001953125,1061900000,24.100000381469727,0.0005239924076154701,0.005251096069605055,1413.4707958984375,1375.1037518310548,0.06724526881533259,0.09702269194054731,-0.012399631997309668,-0.030571207169052816,0.2776329327910337,0.9455374355001714,0,71.62116223085711,0.11932336047179698,9.325728658805184,1355.6199951171875,0.11278973824876709,23.078000005086263,1.0442846163514266,-0.04444093428957718,0,2,Dotcom Crash,Grey Swan,60
2000-03-30,1487.9200439453125,1193400000,25.469999313354492,-0.013655752206946925,-0.025815911396141256,1414.1111962890625,1375.8913018798828,0.0521945147241183,0.08142266900907406,-0.02588605790224401,0.05684642780911098,0.19065792797189596,1.062873784851332,1,67.78534537747692,0.13706018548262672,9.082902630110404,1355.6199951171875,0.09759375732480859,23.052333323160806,1.104877278855093,-0.021916490394937593,0,2,Dotcom Crash,Grey Swan,61
2000-03-31,1498.5799560546875,1227400000,24.110000610351562,0.007164304394414511,-0.018907209106212464,1415.171396484375,1376.6847015380858,0.05893883933601212,0.0885426084712175,-0.018907209106212505,-0.05339610285304763,0.19218437080141826,1.0894147302646762,0,72.08731807171498,0.09952634653650656,9.265511924342029,1355.6199951171875,0.10545725310369278,23.01400000254313,1.0476232122919666,-0.032050280021768685,0,2,Dotcom Crash,Grey Swan,62
