Date,SP500_Close,MA50,MA200,Dist_MA50,Dist_MA200,Dist_52w_High,RSI,Dist_Local_Min,VIX,VIX_Ratio,VIX_Trend_20d,SP500_Trend_20d,Realized_Vol_10d,SP500_Volume,label_daily,Return_1w,Return_4w,Volume_Ratio,label,Phase,event_name,category,week_relative
2000-03-17,1464.469970703125,1403.4155981445313,1367.3227520751952,0.043504128527083706,0.07104922263634446,-0.0032533804981282966,68.86260160993652,0.0983305234834936,22.54800033569336,0.9754511049913503,-0.1392481309130681,4.260600016887916,0.30529083100303595,6190300000,0.0,0.04974662711261835,0.08794360547117752,1.150102997972554,0,2,Dotcom Crash,Grey Swan,10
2000-03-24,1527.4599609375,1410.067998046875,1371.8472021484374,0.0832526963616138,0.11343301101271254,0.0,72.08850242984497,0.13308846527273824,22.3439998626709,0.9675811845131111,-0.07535637963087095,8.505735010132714,0.3241881385665682,5192200000,0.0,0.04301214193154945,0.1455720718473188,0.9723403059982396,0,2,Dotcom Crash,Grey Swan,11
2000-03-31,1498.5799560546875,1415.171396484375,1376.6847015380858,0.05893883933601212,0.0885426084712175,-0.018907209106212505,72.08731807171498,0.10545725310369278,24.61400032043457,1.0673835008328916,0.10421507785194765,9.265511924342029,0.24930453034824435,5342800000,0.0,-0.018907209106212464,0.06344863240141718,0.997325991086637,0,2,Dotcom Crash,Grey Swan,12
2000-04-07,1516.3499755859375,1424.1751928710937,1380.8307006835937,0.0647215196390426,0.09814329507249053,-0.007273503486627296,66.8149641102772,0.1156604851180022,26.220000076293946,1.1320268031713243,0.20440904373513077,5.720502580915134,0.14724338564718548,5547060000,0.0,0.011857905518790623,0.08693473013269637,1.02478381535247,0,2,Dotcom Crash,Grey Swan,13
2000-04-14,1356.56005859375,1429.6011938476563,1383.4182513427734,-0.05109196576516698,-0.019414369242963418,-0.1118850292081357,18.186650622120766,0.0,29.022000122070313,1.2274736602703715,0.34049772850552856,-3.0839315084587087,0.18694493517751307,5312700000,0.0,-0.10537799292042893,-0.07368530203290202,0.9770334519062469,0,2,Dotcom Crash,Grey Swan,14
2000-04-21,1434.5400390625,1429.6615942382812,1384.0954510498048,0.0034123073906997207,0.036445888160700324,-0.06083296731258939,40.02555332259739,0.05748361819644487,26.985000610351562,1.1178028559591535,0.3493815934747678,-5.963577981819825,0.4102424132149025,4211700000,0.0,0.057483618196444874,-0.06083296731258936,0.7753058898083365,0,2,Dotcom Crash,Grey Swan,15
2000-04-28,1452.4300537109375,1435.7021948242189,1385.5050006103515,0.011651343117690739,0.04830372540777818,-0.0491207030922839,40.89926329554452,0.07067139748797348,26.394000244140624,1.0852535402379382,0.12267820860210184,-3.644681772791366,0.43984241221210113,5035000000,0.0,0.012470906465691156,-0.030795755780191336,0.944660440538222,0,2,Dotcom Crash,Grey Swan,16
2000-05-05,1432.6300048828125,1443.1261938476562,1386.6452502441407,-0.007273230164895545,0.03316259485299175,-0.06208343163148072,63.16316438952819,0.05607561995295574,28.861999893188475,1.1671470230511987,0.01271729605538478,-2.182811398613786,0.2601164859940754,4700700000,0.0,-0.01363235962897913,-0.05521150924988438,0.9054508208760088,0,2,Dotcom Crash,Grey Swan,17
2000-05-12,1420.9599609375,1447.9131958007813,1388.0160510253907,-0.018615228413865356,0.023734530942759763,-0.06972359519959799,48.323911769100796,0.04747294595309612,28.162000274658205,1.1174715411193454,0.01127216855386082,-0.4357505396793386,0.22150081981778,4502400000,0.0,-0.008145888265314594,0.047472945953096035,0.9039929164734157,0,2,Dotcom Crash,Grey Swan,18
2000-05-19,1406.949951171875,1453.6311962890625,1391.0779010009765,-0.03211354106623387,0.01140989311919736,-0.07889569144035716,38.789316754878115,0.017280576624107476,24.51599998474121,0.9678652664734788,-0.028267680576869875,-1.62348109654021,0.24358327618036374,4292200000,0.0,-0.009859538727876371,-0.019232706748746886,0.8817046591359615,0,3,Dotcom Crash,Grey Swan,19
2000-05-26,1378.02001953125,1452.5255981445312,1393.3457000732421,-0.05129381451759283,-0.010999194630009292,-0.0978355866785072,41.20985843645358,0.0030279899145785024,25.047999954223634,0.9863351806521934,-0.20802406224989428,-2.4970676508165432,0.2485671221410935,4598300000,1.0,-0.020562161160408543,-0.051231406283263614,0.96299325184306,1,3,Dotcom Crash,Grey Swan,20
2000-06-02,1477.260009765625,1449.5957983398437,1395.5140496826173,0.01908408637598419,0.05857766899702606,-0.032864986615468515,59.8282271132148,0.07526241794399671,22.77750015258789,0.8912598668879177,-0.3337556591607581,0.1637056508458522,0.27731516542062123,3927200000,0.0,0.07201636320794003,0.03115249906165629,0.8588690056369293,0,3,Dotcom Crash,Grey Swan,21
2000-06-09,1456.949951171875,1444.0063989257812,1398.262749633789,0.008963639119412952,0.04197151183027391,-0.04616160918702477,60.888497110932946,0.06047920945819692,22.629999542236327,0.8861849583724799,-0.25178649300023187,1.9976242180157127,0.2467042022557698,4283600000,0.0,-0.013748465713203983,0.025327941126947806,0.9639307925774449,0,3,Dotcom Crash,Grey Swan,22
2000-06-16,1464.4599609375,1441.0983984375,1401.4796990966797,0.01621094196297046,0.044938404660027575,-0.04124494363919881,70.75488509890955,0.06594556690779046,21.329999923706055,0.8360382178420434,-0.20495640862257009,5.074871688498546,0.17865960370861977,4901900000,0.0,0.0051546106711384265,0.04087566136785736,1.0820583146851797,0,3,Dotcom Crash,Grey Swan,23
2000-06-23,1441.47998046875,1437.995,1404.5603491210939,0.0024234997122730673,0.02628554292505742,-0.056289515056079494,42.22143145036837,0.04605155225472462,21.29199981689453,0.8398891779037886,-0.20209324284603775,2.3789621453535785,0.15930664411336398,4833100000,0.0,-0.015691777912479776,0.04605155225472468,1.0728480496345667,0,3,Dotcom Crash,Grey Swan,24
2000-06-30,1454.5999755859375,1441.7966015625,1407.506049194336,0.00888015272720319,0.03345912894552632,-0.04770009506949279,52.57607636047444,0.009101753263975996,20.756000518798828,0.8277485001038766,-0.09052026504860845,-0.7716305840284535,0.1610883327841392,5597200000,0.0,0.009101753263975887,-0.015339232112079326,1.212305643019393,0,3,Dotcom Crash,Grey Swan,25
2000-07-07,1478.9000244140625,1442.7668041992188,1410.3175494384766,0.02504439394479887,0.048629101299131026,-0.03179129912749605,53.783286415247126,0.025959461423213107,20.28749990463257,0.8244362764720639,-0.10094733023105756,-0.49186965827658624,0.16071211849397296,3350200000,0.0,0.016705657387582784,0.015065770258293476,0.7489890648535507,0,3,Dotcom Crash,Grey Swan,26
2000-07-14,1509.97998046875,1446.9318017578125,1415.635499267578,0.04357370446509162,0.06664461385009339,-0.011443822369014122,71.9466789315762,0.047520604467725394,19.96400032043457,0.8329936344690676,-0.07482253081816521,1.4649403966458876,0.14774729361743946,4807800000,0.0,0.021015589655562605,0.031083143783671385,1.0595906808120268,0,3,Dotcom Crash,Grey Swan,27
2000-07-21,1480.18994140625,1454.9395971679687,1420.4608984375,0.017354908951155726,0.04204905818558729,-0.03094681414905132,57.68051310647634,0.026854317411270628,19.346000289916994,0.8298521185067725,-0.12034736317799535,3.106342883576097,0.1341515453471612,4756600000,0.0,-0.019728764253716835,0.026854317411270534,1.0437549372421662,0,3,Dotcom Crash,Grey Swan,28
2000-07-28,1419.8900146484375,1456.2539965820313,1423.8270483398437,-0.024970906187343385,-0.002765106686234626,-0.07042406939625438,33.89770489212937,0.0,19.88400001525879,0.875478343626451,-0.05805264609200641,-0.5648278716812237,0.14407952561487444,5221900000,0.0,-0.04073796549416131,-0.023862203712411212,1.1065603949958016,0,3,Dotcom Crash,Grey Swan,29
2000-08-04,1462.9300537109375,1460.3605981445312,1428.2640979003907,0.0017594665109911482,0.02427139060731645,-0.042246545819084096,36.87783460745424,0.03031223448187756,19.979999923706053,0.9087602114071052,0.0013413356121318408,-3.389668170670819,0.1675452941021967,4937400000,0.0,0.030312234481877587,-0.010798546513955398,1.0284616245856777,0,3,Dotcom Crash,Grey Swan,30
2000-08-11,1471.8399658203125,1466.6741967773437,1432.811947631836,0.0035220971735367766,0.027238758200601593,-0.036413389901919224,52.332961411402245,0.03658730650679146,18.948000335693358,0.8890983417226785,-0.011646613501068699,-1.4086001747533323,0.1508178708436821,4677300000,0.0,0.006090456674106681,-0.025258622724651958,0.9800138810680565,0,3,Dotcom Crash,Grey Swan,31
2000-08-18,1491.719970703125,1468.8315966796874,1436.2192974853515,0.015582708102941838,0.03864359246178391,-0.02339831560130655,72.04399155381965,0.05058839439227445,17.681999588012694,0.8514617724106287,-0.09536542390522254,2.5133976298167204,0.12618573545603023,4353300000,0.0,0.013506906555382558,0.007789560632955661,0.9237355344719204,0,3,Dotcom Crash,Grey Swan,32
2000-08-25,1506.449951171875,1472.7651977539062,1439.5678973388672,0.022871774448052478,0.04645981197319248,-0.01375486775622571,62.24605507195588,0.05285044165953794,17.154000091552735,0.8505617168719833,-0.18670979205827112,3.733465989191716,0.11184861857397403,3944100000,0.0,0.009874494381010956,0.06096242358945636,0.8752850318736373,0,3,Dotcom Crash,Grey Swan,33
2000-09-01,1520.77001953125,1476.9101977539062,1442.3792974853516,0.029697013294407503,0.05434820243369067,-0.004379781845243233,66.09359909392461,0.04144497143040575,17.09800033569336,0.8685294680530247,-0.15032481544896223,2.5424359543879005,0.0760118736262925,4171900000,0.0,0.009505837447991716,0.03953706855197403,0.9052055448423256,0,3,Dotcom Crash,Grey Swan,34
2000-09-08,1494.5,1480.7937963867187,1443.9983978271484,0.009255983950449959,0.03497344751132943,-0.021578281447894948,51.320550347214166,0.01539571876420559,19.62249994277954,1.0104319645789415,0.005648529439940327,1.2752931523143753,0.10012626046572388,3780100000,0.0,-0.017274156640296745,0.015395718764205535,0.8437111147070804,0,3,Dotcom Crash,Grey Swan,35
2000-09-15,1465.81005859375,1483.4619970703125,1445.8717987060547,-0.011899151115042556,0.013789784063523816,-0.04036105948460443,32.87262063998354,0.0,18.41800003051758,0.9570495687684641,0.10127519793976485,-1.3445466694079398,0.10199108519709563,5241200000,0.0,-0.019197016665272626,-0.01736915280229323,1.154220528970028,0,3,Dotcom Crash,Grey Swan,36
2000-09-22,1448.719970703125,1480.0491967773437,1446.7457983398438,-0.021167692359439737,0.0013645606336279842,-0.0515496263391724,22.11473591313073,0.0029144560501751563,20.128000259399414,1.0556201582154165,0.15325864203890435,-3.9259377386337286,0.11169099270576359,5382300000,0.0,-0.011659142185871385,-0.038321870848640915,1.1800830967232703,0,3,Dotcom Crash,Grey Swan,37
2000-09-29,1436.510009765625,1473.9665991210939,1447.3994982910156,-0.02541210186024819,-0.007523485076682755,-0.05954326365193441,32.74003812043564,0.006967806592603184,20.999999618530275,1.0996436329207397,0.16810374238437237,-4.400105365953964,0.13642449933342615,5667000000,0.0,-0.008428102866266163,-0.055406148650666176,1.2181464484163236,0,3,Dotcom Crash,Grey Swan,38
2000-10-06,1408.989990234375,1470.3923974609374,1447.4735974121095,-0.04175919797503827,-0.026586742063232145,-0.07756011531091944,38.110881211776515,0.0,21.672000122070312,1.1299520021195257,0.16723759041692945,-3.290295134809705,0.16420126418106712,5642900000,0.0,-0.019157555007737193,-0.05721646688900972,1.1822915029803995,0,3,Dotcom Crash,Grey Swan,39
2000-10-13,1374.1700439453125,1463.9426000976562,1445.2563983154296,-0.06132245632195904,-0.04918598143068201,-0.10035609502857519,36.300292953894186,0.03338147187539645,26.7120002746582,1.3649190972122258,0.3088421034275137,-4.837307624530092,0.19592317347250732,5760600000,0.0,-0.024712699543926853,-0.06251834206701645,1.164048587904552,0,3,Dotcom Crash,Grey Swan,40
2000-10-20,1396.9300537109375,1453.8273999023438,1443.8711987304687,-0.0391362456060659,-0.03251061802521196,-0.08545553439348284,42.39022681470913,0.050497091951041156,26.536000061035157,1.3123066107591672,0.4475564159307261,-4.923148661448558,0.2902168069507065,6083900000,0.0,0.01656273171279432,-0.03574874236533898,1.1663387642913114,0,3,Dotcom Crash,Grey Swan,41
2000-10-27,1379.5799560546875,1443.4089990234374,1442.2875482177735,-0.04422103715020106,-0.04347787113642729,-0.09681432486914358,45.627348762630355,0.0374497478234384,26.142000198364258,1.2635246639157498,0.33184662983829777,-2.931014578683093,0.30522087988144736,5911100000,0.0,-0.01242016206191543,-0.03963080892156534,1.0878716145491856,0,3,Dotcom Crash,Grey Swan,42
2000-11-03,1426.68994140625,1435.42259765625,1441.4933978271483,-0.0060836831357250635,-0.010269527729514744,-0.06597228216011697,62.6168865625782,0.07287664874965553,24.19199981689453,1.1420322500549251,0.03845711528806731,2.9107342024494347,0.2323326936849332,5925100000,0.0,0.0341480645212382,0.012562155369840955,1.0391699057966726,0,3,Dotcom Crash,Grey Swan,43
2000-11-10,1365.97998046875,1425.198798828125,1441.8188470458983,-0.04155126878304132,-0.05259944183177549,-0.1057179792586114,42.14217107601032,0.017770242449813907,26.16400032043457,1.2044442039701821,-0.15462406904177603,2.728833283159047,0.18978088826149714,4794600000,0.0,-0.04255301672461487,-0.005960007287779567,0.8492123761554214,0,3,Dotcom Crash,Grey Swan,44
2000-11-17,1367.719970703125,1412.1377978515625,1440.8281469726562,-0.03145431502224153,-0.050740385953133835,-0.10457883958957087,42.05524631899129,0.012181194454466958,26.375999450683594,1.1720368539695143,0.06775938937538498,-0.9110082640683987,0.20800994847676685,5341600000,0.0,0.0012738036129766872,-0.02091019727882304,0.9469494845634966,0,3,Dotcom Crash,Grey Swan,45
2000-11-24,1341.77001953125,1400.4791967773438,1439.1261474609375,-0.04192077781747135,-0.06764947471870607,-0.12156779631217318,30.813397393112652,0.014678328439080188,26.94000005722046,1.1604272396425046,0.08292481020877189,-4.641691141917332,0.2274360047181146,3460970000,0.0,-0.018973146351394243,-0.027406846814131747,0.6450900111997059,0,3,Dotcom Crash,Grey Swan,46
2000-12-01,1315.22998046875,1388.2103930664061,1437.636796875,-0.05257157918004801,-0.08514446532832669,-0.13894307274574377,37.48583764675569,0.00021295814082158767,27.837999725341795,1.1636720021289932,0.15735186096420803,-5.803473221628342,0.20159558914861386,4758130000,0.0,-0.019779871867886767,-0.07812486630951987,0.9055343039299648,0,3,Dotcom Crash,Grey Swan,47
2000-12-08,1369.8900146484375,1379.5421948242188,1437.7401470947266,-0.006996654551049197,-0.04719220826057848,-0.10315815164958676,50.43742036892226,0.04178110613837452,25.118000030517578,1.0226668854770948,-0.0016451185986513877,-1.4039838059504595,0.2626459799019203,5888900000,0.0,0.04155929760680066,0.0028624388611799834,1.1173243715655188,0,3,Dotcom Crash,Grey Swan,48
2000-12-15,1312.1500244140625,1371.4351977539063,1437.1394470214843,-0.043228563359711945,-0.08697097756690643,-0.14095946344235957,42.48511493230527,0.0,24.68599967956543,0.9872521529587018,-0.13172781521216417,0.4850324358258939,0.2823875810287577,6103300000,0.0,-0.04214936207794251,-0.04062962264161052,1.157470776626991,0,3,Dotcom Crash,Grey Swan,49
2000-12-22,1305.949951171875,1363.064794921875,1434.9570971679686,-0.0419017818982506,-0.08990313804552216,-0.14501853759208858,46.820030874754785,0.03258374152450354,28.763999938964844,1.125769421878225,-0.04084511090042071,-2.469082618656063,0.2511672613947905,6473400000,0.0,-0.004725125272894148,-0.026696131108883137,1.2115098488747484,0,3,Dotcom Crash,Grey Swan,50
2000-12-29,1320.280029296875,1360.2191943359376,1433.4832470703125,-0.0293623007272449,-0.0789707295183233,-0.13563689847128,39.23253049906501,0.0439141954009121,27.572499752044678,1.0563138253509252,0.1253646513573205,-2.615135892710337,0.26977693687355814,3950000000,0.0,0.010972915242380532,0.003839669793966438,0.7750626059272667,0,3,Dotcom Crash,Grey Swan,51
2001-01-05,1298.3499755859375,1353.8775927734375,1430.217797241211,-0.041013764821789325,-0.09220121712206153,-0.1499941021111565,43.5737893375485,0.026574620563183167,28.057499885559082,1.0596624049086156,0.24428195057058655,-2.6458432764039275,0.35708387647535494,6571900000,0.0,-0.016610153319229215,-0.05222319916016016,1.2356621431693937,0,3,Dotcom Crash,Grey Swan,52
2001-01-12,1318.550048828125,1346.243994140625,1425.0196978759766,-0.020571267491654454,-0.07471451040750311,-0.13676948493049443,58.226957168949724,0.04254634075718457,26.995999908447267,1.0162140285473809,0.11973534347419398,0.2828124082178223,0.356203818477251,6290500000,0.0,0.01555826519969794,0.004877509655895063,1.1569506932646085,0,3,Dotcom Crash,Grey Swan,53
2001-01-19,1342.5400390625,1339.0081982421875,1421.8168481445311,0.0026376543660815398,-0.055757398841832034,-0.12106367865872097,51.72601363226119,0.06151465868783631,24.205000400543213,0.9160555131840888,-0.20960335623949122,2.173437408217789,0.2586933345485078,5407600000,0.0,0.01819422042848995,0.028017986338443768,0.9519641103404144,0,3,Dotcom Crash,Grey Swan,54
2001-01-26,1354.949951171875,1335.438798828125,1418.1665991210937,0.014610293156729732,-0.04457631986848166,-0.11293913698382284,76.28161017919473,0.05585724792885607,22.411999893188476,0.8550809008010107,-0.334608998406203,2.595496339726284,0.11103449103776611,6061600000,0.0,0.009243606706911267,0.02625952154518596,1.037341273915871,0,3,Dotcom Crash,Grey Swan,55
2001-02-02,1349.469970703125,1334.8673999023438,1416.764398803711,0.010939341841631249,-0.04749867243799187,-0.1165267796120372,62.47576717575299,0.0413701989085019,22.162000274658205,0.8526261346612902,-0.3854075109151977,3.9256008979969015,0.11163072566290247,5665400000,0.0,-0.004044415414761637,0.03937304738972047,0.9741959474418415,0,3,Dotcom Crash,Grey Swan,56
2001-02-09,1314.760009765625,1334.8316040039062,1414.0866497802735,-0.015036798782764297,-0.07024084417322116,-0.13925075393879877,39.429012699510345,0.0,21.86599998474121,0.8508526539334328,-0.23235188132838241,0.4522854683094092,0.12864170852531842,5413600000,0.0,-0.02572118067911866,-0.0028743990915387485,0.9449055286468561,0,3,Dotcom Crash,Grey Swan,57
2001-02-16,1301.530029296875,1333.222607421875,1410.817550048828,-0.023771407676836217,-0.07746396459851992,-0.14791217931627965,30.282035970941052,0.0,21.440000534057617,0.8488761910968572,-0.0945759284227417,-2.840532850681437,0.14646633652861366,5675500000,0.0,-0.010062658105267741,-0.030546582278665135,1.008169002200457,0,3,Dotcom Crash,Grey Swan,58
2001-02-23,1245.8599853515625,1324.9784057617187,1407.5894494628906,-0.05971298857861137,-0.11489817870760609,-0.1843583352673294,18.748900027908917,0.0,26.102499961853027,1.0419334811077587,0.07465603763895763,-6.283526565437073,0.16846479434195882,4917900000,0.0,-0.04277276950374098,-0.08051217369760577,0.855212590209547,0,3,Dotcom Crash,Grey Swan,59
2001-03-02,1234.1800537109375,1315.65740234375,1403.1430487060547,-0.061929001036034416,-0.12041751206402719,-0.19200497212807976,27.519273981028093,0.0,27.1560001373291,1.0865453039609512,0.3078180387683375,-6.921731728001696,0.19083333611738884,6059100000,0.0,-0.009374995407151698,-0.08543348091852465,1.06554234665166,0,3,Dotcom Crash,Grey Swan,60
2001-03-09,1233.4200439453125,1311.4358081054688,1399.0866497802735,-0.05948881651543413,-0.11841054009126524,-0.19250253657170585,30.583277363854975,0.0,25.408000564575197,1.0148337517746533,0.34833083131259535,-4.637729547256873,0.16934793879959836,5353200000,0.0,-0.0006158013681551999,-0.061866778131480116,0.9612087830694956,0,3,Dotcom Crash,Grey Swan,61
2001-03-16,1150.530029296875,1296.5232080078124,1393.4215502929687,-0.11260359846181611,-0.17431302174494537,-0.24676910772134344,24.485900387665552,0.0,29.189999771118163,1.1542524320711778,0.2668135214210447,-5.664974539620569,0.2931895864114824,6790360000,1.0,-0.0672033951899299,-0.11601730010146183,1.182560508317322,1,3,Dotcom Crash,Grey Swan,62
2001-03-23,1139.8299560546875,1279.5504077148437,1385.2719500732421,-0.10919495692997647,-0.17717964620995727,-0.2537742492738724,31.98936344283001,0.01990909006506128,31.19200019836426,1.2241291119606452,0.23733834345537855,-8.023082578271875,0.3283461786468583,6797250000,1.0,-0.009300125133393178,-0.08510589515960332,1.1651019630268997,1,3,Dotcom Crash,Grey Swan,63
2001-03-30,1160.3299560546875,1262.4898071289062,1377.7310998535156,-0.08091934722748043,-0.15779649876666269,-0.23701155259995305,46.23046057400733,0.038252296641859314,28.494000244140626,1.1126632363432507,0.23131729584887414,-6.12731906059095,0.3029568055228268,6276900000,1.0,0.017985138828038094,-0.0598373774022658,1.061995638676325,1,3,Dotcom Crash,Grey Swan,64
2001-04-06,1128.4300537109375,1239.8458032226563,1368.9870001220704,-0.08986258551032923,-0.17571894137028535,-0.2579877041113976,42.76050661460781,0.02282352477764559,32.32600021362305,1.2499117700079256,0.20949623997050085,-2.5103031015037844,0.33170287865938153,6701390000,1.0,-0.027492095827823748,-0.0851210345978698,1.1037544573372093,1,3,Dotcom Crash,Grey Swan,65
2001-04-13,1183.5,1223.7758032226564,1363.2661993408203,-0.03291109622906026,-0.13186434126199462,-0.22177582093261375,57.87500632870989,0.07273963290278722,28.982500076293945,1.1067488677339772,0.0633364716866853,0.46569099139449727,0.36976893068867894,4804700000,0.0,0.04880226834437851,0.028656332180459376,0.805806191929695,0,3,Dotcom Crash,Grey Swan,66
2001-04-20,1242.97998046875,1210.4942041015624,1357.4598999023438,0.02683678803014074,-0.08433392355960533,-0.18266406852768163,64.92580843563928,0.12665305277022434,25.121999740600586,0.9526606413365851,-0.21369475744720737,4.590054481907893,0.3237222420023952,6767900000,0.0,0.05025769367870714,0.09049597605865478,1.0926806428957756,0,3,Dotcom Crash,Grey Swan,67
2001-04-27,1253.050048828125,1201.25080078125,1351.2856994628905,0.04312109345790786,-0.07269791330864545,-0.17604237804848683,77.60991232544467,0.1357806923436438,26.805999755859375,1.0040370105586223,-0.3095203270589505,7.182370201627112,0.2640206757153985,5869200000,0.0,0.008101553136501405,0.07990838492931873,0.9512306299115292,0,3,Dotcom Crash,Grey Swan,68
2001-05-04,1266.6099853515625,1198.9178002929686,1345.3182495117187,0.056461072679088196,-0.05850531217332646,-0.16712588420044455,69.73435534199048,0.12245325369189577,24.720000076293946,0.916841156788687,-0.3642165632893274,6.610283827243857,0.22049506348947964,6010300000,0.0,0.010821544228116764,0.12245325369189586,0.9613019313047303,0,3,Dotcom Crash,Grey Swan,69
2001-05-11,1245.6700439453125,1199.4874047851563,1339.8890502929687,0.038501979242064756,-0.07031851355681658,-0.18089518602604496,57.72941811967023,0.05593888785928802,24.23800048828125,0.8914995011072782,-0.14757892092367852,2.898383532072351,0.15883129902515677,5050600000,0.0,-0.016532272481996846,0.052530666620458355,0.8369153473697467,0,3,Dotcom Crash,Grey Swan,70
2001-05-18,1291.9599609375,1201.6430004882814,1335.8223504638672,0.07516122543261086,-0.03283549606063704,-0.15045671314869594,67.40660747140228,0.06820342152556254,22.51199951171875,0.8251485840204456,-0.19138794576315102,2.6182331744889455,0.1554285286039182,5821700000,0.0,0.03716065680248448,0.03940528507167018,0.9845867116648123,0,3,Dotcom Crash,Grey Swan,71
2001-05-25,1277.8900146484375,1212.25919921875,1331.4815502929687,0.0541392595510794,-0.04024955181146845,-0.15970856984521295,55.60930966078727,0.025865574001504625,21.072000122070314,0.7842984820057634,-0.2519849742803365,2.4045580871122905,0.18460779546985576,5498900000,0.0,-0.010890388800325335,0.019823602292297293,0.9455452577975264,0,3,Dotcom Crash,Grey Swan,72
2001-06-01,1260.6700439453125,1221.187197265625,1327.1036499023437,0.032331526868357344,-0.05005909369770763,-0.1710317617032644,54.91030540756973,0.012041712067259546,22.28249979019165,0.8419300695196301,-0.20811469070893537,0.8011955548049284,0.19005556725175793,4426200000,0.0,-0.013475315172458258,-0.004689637279782888,0.8002259912541385,0,3,Dotcom Crash,Grey Swan,73
2001-06-08,1264.9599609375,1233.5285961914062,1321.5905499267578,0.025480856174019805,-0.04285032833535037,-0.16821087692970094,41.65738804551503,0.01548557508141728,20.187999725341797,0.7741478153388954,-0.16498799259501348,-0.1258811090225396,0.16025413936416574,4831000000,0.0,0.0034028864355037935,0.015485575081417347,0.8728921894127266,0,3,Dotcom Crash,Grey Swan,74
